A¤o;Mes;Provincia;Cant¢n;N£mero de Personas;Fecha de Corte
2023;1;AZUAY;CUENCA;402;31/1/2023
2023;1;AZUAY;NABON;1;31/1/2023
2023;1;BOLIVAR;GUARANDA;2;31/1/2023
2023;1;CA¥AR;AZOGUES;13;31/1/2023
2023;1;CA¥AR;BIBLIAN;1;31/1/2023
2023;1;CA¥AR;CA¥AR;7;31/1/2023
2023;1;CA¥AR;LA TRONCAL;1;31/1/2023
2023;1;CARCHI;BOLIVAR;2;31/1/2023
2023;1;CARCHI;MONTUFAR;2;31/1/2023
2023;1;CARCHI;TULCAN;14;31/1/2023
2023;1;CHIMBORAZO;ALAUSI;3;31/1/2023
2023;1;CHIMBORAZO;CHAMBO;1;31/1/2023
2023;1;CHIMBORAZO;CHUNCHI;1;31/1/2023
2023;1;CHIMBORAZO;COLTA;1;31/1/2023
2023;1;CHIMBORAZO;GUAMOTE;153;31/1/2023
2023;1;CHIMBORAZO;PALLATANGA;23;31/1/2023
2023;1;CHIMBORAZO;RIOBAMBA;14;31/1/2023
2023;1;COTOPAXI;LA MANA;1;31/1/2023
2023;1;COTOPAXI;LATACUNGA;38;31/1/2023
2023;1;COTOPAXI;PUJILI;1;31/1/2023
2023;1;EL ORO;EL GUABO;20;31/1/2023
2023;1;EL ORO;MACHALA;166;31/1/2023
2023;1;EL ORO;PASAJE;2;31/1/2023
2023;1;EL ORO;PI¥AS;1;31/1/2023
2023;1;EL ORO;SANTA ROSA;71;31/1/2023
2023;1;ESMERALDAS;ATACAMES;53;31/1/2023
2023;1;ESMERALDAS;ESMERALDAS;1;31/1/2023
2023;1;ESMERALDAS;SAN LORENZO;4;31/1/2023
2023;1;GUAYAS;DURAN;280;31/1/2023
2023;1;GUAYAS;GUAYAQUIL;135;31/1/2023
2023;1;GUAYAS;SAN JACINTO DE YAGUACHI;1;31/1/2023
2023;1;IMBABURA;ANTONIO ANTE;5;31/1/2023
2023;1;IMBABURA;IBARRA;190;31/1/2023
2023;1;IMBABURA;OTAVALO;9;31/1/2023
2023;1;LOJA;GONZANAMA;17;31/1/2023
2023;1;LOJA;LOJA;60;31/1/2023
2023;1;LOJA;OLMEDO;4;31/1/2023
2023;1;LOJA;SARAGURO;6;31/1/2023
2023;1;LOS RIOS;BABAHOYO;7;31/1/2023
2023;1;LOS RIOS;QUEVEDO;3;31/1/2023
2023;1;LOS RIOS;VENTANAS;1;31/1/2023
2023;1;LOS RIOS;VINCES;1;31/1/2023
2023;1;MANABI;BOLIVAR;1;31/1/2023
2023;1;MANABI;CHONE;1;31/1/2023
2023;1;MANABI;MANTA;2;31/1/2023
2023;1;MANABI;PORTOVIEJO;15;31/1/2023
2023;1;MORONA SANTIAGO;GUALAQUIZA;31;31/1/2023
2023;1;MORONA SANTIAGO;HUAMBOYA;5;31/1/2023
2023;1;MORONA SANTIAGO;LIMON INDANZA;12;31/1/2023
2023;1;MORONA SANTIAGO;LOGRO¥O;11;31/1/2023
2023;1;MORONA SANTIAGO;MACAS;195;31/1/2023
2023;1;MORONA SANTIAGO;MORONA;19;31/1/2023
2023;1;MORONA SANTIAGO;PABLO SEXTO;1;31/1/2023
2023;1;MORONA SANTIAGO;PALORA;78;31/1/2023
2023;1;MORONA SANTIAGO;SANTIAGO;22;31/1/2023
2023;1;MORONA SANTIAGO;SUCUA;31;31/1/2023
2023;1;MORONA SANTIAGO;TAISHA;6;31/1/2023
2023;1;MORONA SANTIAGO;TIWINTZA;4;31/1/2023
2023;1;NAPO;ARCHIDONA;69;31/1/2023
2023;1;NAPO;CARLOS JULIO AROSEMENA TOLA;13;31/1/2023
2023;1;NAPO;EL CHACO;64;31/1/2023
2023;1;NAPO;QUIJOS;33;31/1/2023
2023;1;NAPO;TENA;382;31/1/2023
2023;1;ORELLANA;AGUARICO;72;31/1/2023
2023;1;ORELLANA;LA JOYA DE LOS SACHAS;205;31/1/2023
2023;1;ORELLANA;LORETO;20;31/1/2023
2023;1;ORELLANA;PUERTO FRANCISCO DE ORELLANA;701;31/1/2023
2023;1;PASTAZA;ARAJUNO;80;31/1/2023
2023;1;PASTAZA;MERA;11;31/1/2023
2023;1;PASTAZA;PASTAZA;486;31/1/2023
2023;1;PASTAZA;SANTA CLARA;8;31/1/2023
2023;1;PICHINCHA;CAYAMBE;4;31/1/2023
2023;1;PICHINCHA;MEJIA;7;31/1/2023
2023;1;PICHINCHA;QUITO;532;31/1/2023
2023;1;PICHINCHA;RUMI¥AHUI;3;31/1/2023
2023;1;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO DE LOS TSACHILAS;20;31/1/2023
2023;1;SUCUMBIOS;CASCALES;38;31/1/2023
2023;1;SUCUMBIOS;CUYABENO;66;31/1/2023
2023;1;SUCUMBIOS;GONZALO PIZARRO;4;31/1/2023
2023;1;SUCUMBIOS;LAGO AGRIO;435;31/1/2023
2023;1;SUCUMBIOS;NUEVA LOJA;179;31/1/2023
2023;1;SUCUMBIOS;PUTUMAYO;7;31/1/2023
2023;1;SUCUMBIOS;SHUSHUFINDI;374;31/1/2023
2023;1;SUCUMBIOS;SUCUMBIOS;32;31/1/2023
2023;1;TUNGURAHUA;AMBATO;205;31/1/2023
2023;1;TUNGURAHUA;QUERO;1;31/1/2023
2023;1;TUNGURAHUA;SANTIAGO DE PILLARO;2;31/1/2023
2023;1;ZAMORA CHINCHIPE;CENTINELA DEL CONDOR;6;31/1/2023
2023;1;ZAMORA CHINCHIPE;CHINCHIPE;7;31/1/2023
2023;1;ZAMORA CHINCHIPE;EL PANGUI;243;31/1/2023
2023;1;ZAMORA CHINCHIPE;NANGARITZA;39;31/1/2023
2023;1;ZAMORA CHINCHIPE;PALANDA;121;31/1/2023
2023;1;ZAMORA CHINCHIPE;PAQUISHA;19;31/1/2023
2023;1;ZAMORA CHINCHIPE;YACUAMBI;4;31/1/2023
2023;1;ZAMORA CHINCHIPE;YANTZAZA;366;31/1/2023
2023;1;ZAMORA CHINCHIPE;ZAMORA;171;31/1/2023
2023;2;AZUAY;CUENCA;336;28/2/2023
2023;2;AZUAY;GUALACEO;3;28/2/2023
2023;2;AZUAY;SANTA ISABEL;10;28/2/2023
2023;2;BOLIVAR;GUARANDA;2;28/2/2023
2023;2;CA¥AR;AZOGUES;5;28/2/2023
2023;2;CARCHI;ESPEJO;1;28/2/2023
2023;2;CARCHI;MIRA;1;28/2/2023
2023;2;CARCHI;TULCAN;30;28/2/2023
2023;2;CHIMBORAZO;ALAUSI;10;28/2/2023
2023;2;CHIMBORAZO;CHAMBO;1;28/2/2023
2023;2;CHIMBORAZO;COLTA;11;28/2/2023
2023;2;CHIMBORAZO;GUAMOTE;1;28/2/2023
2023;2;CHIMBORAZO;PALLATANGA;2;28/2/2023
2023;2;CHIMBORAZO;RIOBAMBA;32;28/2/2023
2023;2;COTOPAXI;LA MANA;1;28/2/2023
2023;2;COTOPAXI;LATACUNGA;20;28/2/2023
2023;2;COTOPAXI;SAQUISILI;2;28/2/2023
2023;2;EL ORO;EL GUABO;33;28/2/2023
2023;2;EL ORO;HUAQUILLAS;1;28/2/2023
2023;2;EL ORO;MACHALA;67;28/2/2023
2023;2;EL ORO;PI¥AS;3;28/2/2023
2023;2;EL ORO;SANTA ROSA;101;28/2/2023
2023;2;ESMERALDAS;ATACAMES;24;28/2/2023
2023;2;ESMERALDAS;ELOY ALFARO;1;28/2/2023
2023;2;ESMERALDAS;ESMERALDAS;11;28/2/2023
2023;2;ESMERALDAS;QUININDE;1;28/2/2023
2023;2;ESMERALDAS;RIOVERDE;2;28/2/2023
2023;2;GUAYAS;BALZAR;5;28/2/2023
2023;2;GUAYAS;DAULE;4;28/2/2023
2023;2;GUAYAS;DURAN;60;28/2/2023
2023;2;GUAYAS;EL TRIUNFO;1;28/2/2023
2023;2;GUAYAS;GUAYAQUIL;218;28/2/2023
2023;2;GUAYAS;MILAGRO;16;28/2/2023
2023;2;GUAYAS;NARANJAL;2;28/2/2023
2023;2;GUAYAS;PEDRO CARBO;2;28/2/2023
2023;2;GUAYAS;PLAYAS;2;28/2/2023
2023;2;GUAYAS;SALITRE;2;28/2/2023
2023;2;GUAYAS;SIMON BOLIVAR;3;28/2/2023
2023;2;IMBABURA;ANTONIO ANTE;1;28/2/2023
2023;2;IMBABURA;COTACACHI;1;28/2/2023
2023;2;IMBABURA;IBARRA;190;28/2/2023
2023;2;IMBABURA;OTAVALO;6;28/2/2023
2023;2;LOJA;GONZANAMA;4;28/2/2023
2023;2;LOJA;LOJA;53;28/2/2023
2023;2;LOJA;MACARA;21;28/2/2023
2023;2;LOJA;OLMEDO;1;28/2/2023
2023;2;LOJA;SARAGURO;5;28/2/2023
2023;2;LOS RIOS;BABAHOYO;9;28/2/2023
2023;2;LOS RIOS;BUENA FE;1;28/2/2023
2023;2;LOS RIOS;QUEVEDO;61;28/2/2023
2023;2;LOS RIOS;VENTANAS;1;28/2/2023
2023;2;MANABI;BOLIVAR;6;28/2/2023
2023;2;MANABI;MANTA;41;28/2/2023
2023;2;MANABI;PAJAN;4;28/2/2023
2023;2;MANABI;PORTOVIEJO;11;28/2/2023
2023;2;MANABI;ROCAFUERTE;12;28/2/2023
2023;2;MANABI;SANTA ANA;3;28/2/2023
2023;2;MORONA SANTIAGO;GUALAQUIZA;24;28/2/2023
2023;2;MORONA SANTIAGO;LIMON INDANZA;29;28/2/2023
2023;2;MORONA SANTIAGO;MACAS;98;28/2/2023
2023;2;MORONA SANTIAGO;MORONA;6;28/2/2023
2023;2;MORONA SANTIAGO;PABLO SEXTO;1;28/2/2023
2023;2;MORONA SANTIAGO;PALORA;14;28/2/2023
2023;2;MORONA SANTIAGO;SANTIAGO;22;28/2/2023
2023;2;MORONA SANTIAGO;SUCUA;32;28/2/2023
2023;2;MORONA SANTIAGO;TIWINTZA;4;28/2/2023
2023;2;NAPO;ARCHIDONA;75;28/2/2023
2023;2;NAPO;CARLOS JULIO AROSEMENA TOLA;25;28/2/2023
2023;2;NAPO;EL CHACO;94;28/2/2023
2023;2;NAPO;QUIJOS;61;28/2/2023
2023;2;NAPO;TENA;230;28/2/2023
2023;2;ORELLANA;AGUARICO;40;28/2/2023
2023;2;ORELLANA;LA JOYA DE LOS SACHAS;109;28/2/2023
2023;2;ORELLANA;LORETO;14;28/2/2023
2023;2;ORELLANA;PUERTO FRANCISCO DE ORELLANA;595;28/2/2023
2023;2;PASTAZA;ARAJUNO;78;28/2/2023
2023;2;PASTAZA;MERA;5;28/2/2023
2023;2;PASTAZA;PASTAZA;142;28/2/2023
2023;2;PASTAZA;SANTA CLARA;7;28/2/2023
2023;2;PICHINCHA;CAYAMBE;17;28/2/2023
2023;2;PICHINCHA;PEDRO MONCAYO;67;28/2/2023
2023;2;PICHINCHA;QUITO;485;28/2/2023
2023;2;SANTA ELENA;SALINAS;4;28/2/2023
2023;2;SANTA ELENA;SANTA ELENA;2;28/2/2023
2023;2;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO DE LOS TSACHILAS;22;28/2/2023
2023;2;SUCUMBIOS;CASCALES;13;28/2/2023
2023;2;SUCUMBIOS;CUYABENO;15;28/2/2023
2023;2;SUCUMBIOS;GONZALO PIZARRO;4;28/2/2023
2023;2;SUCUMBIOS;LAGO AGRIO;297;28/2/2023
2023;2;SUCUMBIOS;NUEVA LOJA;61;28/2/2023
2023;2;SUCUMBIOS;PUTUMAYO;34;28/2/2023
2023;2;SUCUMBIOS;SHUSHUFINDI;290;28/2/2023
2023;2;SUCUMBIOS;SUCUMBIOS;9;28/2/2023
2023;2;TUNGURAHUA;AMBATO;46;28/2/2023
2023;2;TUNGURAHUA;BA¥OS DE AGUA SANTA;1;28/2/2023
2023;2;ZAMORA CHINCHIPE;CENTINELA DEL CONDOR;4;28/2/2023
2023;2;ZAMORA CHINCHIPE;CHINCHIPE;5;28/2/2023
2023;2;ZAMORA CHINCHIPE;EL PANGUI;287;28/2/2023
2023;2;ZAMORA CHINCHIPE;PALANDA;63;28/2/2023
2023;2;ZAMORA CHINCHIPE;PAQUISHA;10;28/2/2023
2023;2;ZAMORA CHINCHIPE;YACUAMBI;5;28/2/2023
2023;2;ZAMORA CHINCHIPE;YANTZAZA;126;28/2/2023
2023;2;ZAMORA CHINCHIPE;ZAMORA;221;28/2/2023
2023;3;AZUAY;CUENCA;773;31/3/2023
2023;3;AZUAY;GIRON;3;31/3/2023
2023;3;AZUAY;GUALACEO;4;31/3/2023
2023;3;AZUAY;PAUTE;2;31/3/2023
2023;3;AZUAY;PUCARA;1;31/3/2023
2023;3;AZUAY;SANTA ISABEL;2;31/3/2023
2023;3;AZUAY;SIGSIG;1;31/3/2023
2023;3;BOLIVAR;CALUMA;1;31/3/2023
2023;3;BOLIVAR;ECHEANDIA;7;31/3/2023
2023;3;BOLIVAR;GUARANDA;30;31/3/2023
2023;3;BOLIVAR;SAN MIGUEL;1;31/3/2023
2023;3;CA¥AR;AZOGUES;22;31/3/2023
2023;3;CA¥AR;BIBLIAN;2;31/3/2023
2023;3;CA¥AR;CA¥AR;3;31/3/2023
2023;3;CA¥AR;LA TRONCAL;9;31/3/2023
2023;3;CARCHI;BOLIVAR;1;31/3/2023
2023;3;CARCHI;ESPEJO;4;31/3/2023
2023;3;CARCHI;MIRA;3;31/3/2023
2023;3;CARCHI;MONTUFAR;6;31/3/2023
2023;3;CARCHI;TULCAN;55;31/3/2023
2023;3;CHIMBORAZO;ALAUSI;6;31/3/2023
2023;3;CHIMBORAZO;CHAMBO;3;31/3/2023
2023;3;CHIMBORAZO;COLTA;4;31/3/2023
2023;3;CHIMBORAZO;CUMANDA;1;31/3/2023
2023;3;CHIMBORAZO;GUAMOTE;1;31/3/2023
2023;3;CHIMBORAZO;PALLATANGA;2;31/3/2023
2023;3;CHIMBORAZO;PENIPE;1;31/3/2023
2023;3;CHIMBORAZO;RIOBAMBA;48;31/3/2023
2023;3;COTOPAXI;LA MANA;6;31/3/2023
2023;3;COTOPAXI;LATACUNGA;48;31/3/2023
2023;3;COTOPAXI;PANGUA;2;31/3/2023
2023;3;COTOPAXI;PUJILI;7;31/3/2023
2023;3;COTOPAXI;SALCEDO;3;31/3/2023
2023;3;COTOPAXI;SIGCHOS;4;31/3/2023
2023;3;EL ORO;EL GUABO;8;31/3/2023
2023;3;EL ORO;HUAQUILLAS;5;31/3/2023
2023;3;EL ORO;MACHALA;98;31/3/2023
2023;3;EL ORO;PASAJE;12;31/3/2023
2023;3;EL ORO;PI¥AS;7;31/3/2023
2023;3;EL ORO;PORTOVELO;4;31/3/2023
2023;3;EL ORO;SANTA ROSA;14;31/3/2023
2023;3;EL ORO;ZARUMA;5;31/3/2023
2023;3;ESMERALDAS;ATACAMES;3;31/3/2023
2023;3;ESMERALDAS;ELOY ALFARO;5;31/3/2023
2023;3;ESMERALDAS;ESMERALDAS;32;31/3/2023
2023;3;ESMERALDAS;MUISNE;9;31/3/2023
2023;3;ESMERALDAS;QUININDE;5;31/3/2023
2023;3;ESMERALDAS;RIOVERDE;1;31/3/2023
2023;3;ESMERALDAS;SAN LORENZO;15;31/3/2023
2023;3;GALAPAGOS;ISABELA;2;31/3/2023
2023;3;GALAPAGOS;SAN CRISTOBAL;1;31/3/2023
2023;3;GUAYAS;BALAO;2;31/3/2023
2023;3;GUAYAS;DAULE;6;31/3/2023
2023;3;GUAYAS;DURAN;39;31/3/2023
2023;3;GUAYAS;EL EMPALME;1;31/3/2023
2023;3;GUAYAS;GUAYAQUIL;378;31/3/2023
2023;3;GUAYAS;MILAGRO;16;31/3/2023
2023;3;GUAYAS;NARANJAL;1;31/3/2023
2023;3;GUAYAS;PEDRO CARBO;6;31/3/2023
2023;3;GUAYAS;PLAYAS;4;31/3/2023
2023;3;GUAYAS;SALINAS (SALINAS, CAB. CANTONAL);1;31/3/2023
2023;3;GUAYAS;SAMBORONDON;5;31/3/2023
2023;3;GUAYAS;SAN JACINTO DE YAGUACHI;5;31/3/2023
2023;3;GUAYAS;SANTA LUCIA;1;31/3/2023
2023;3;GUAYAS;SIMON BOLIVAR;1;31/3/2023
2023;3;IMBABURA;ANTONIO ANTE;3;31/3/2023
2023;3;IMBABURA;COTACACHI;4;31/3/2023
2023;3;IMBABURA;IBARRA;71;31/3/2023
2023;3;IMBABURA;OTAVALO;16;31/3/2023
2023;3;IMBABURA;PIMAMPIRO;1;31/3/2023
2023;3;LOJA;CALVAS;5;31/3/2023
2023;3;LOJA;CATAMAYO;5;31/3/2023
2023;3;LOJA;CELICA;1;31/3/2023
2023;3;LOJA;ESPINDOLA;1;31/3/2023
2023;3;LOJA;GONZANAMA;4;31/3/2023
2023;3;LOJA;LOJA;53;31/3/2023
2023;3;LOJA;MACARA;7;31/3/2023
2023;3;LOJA;OLMEDO;2;31/3/2023
2023;3;LOJA;PALTAS;2;31/3/2023
2023;3;LOJA;PUYANGO;1;31/3/2023
2023;3;LOJA;SARAGURO;5;31/3/2023
2023;3;LOS RIOS;BABAHOYO;19;31/3/2023
2023;3;LOS RIOS;BUENA FE;1;31/3/2023
2023;3;LOS RIOS;MONTALVO;3;31/3/2023
2023;3;LOS RIOS;PUEBLOVIEJO;4;31/3/2023
2023;3;LOS RIOS;QUEVEDO;47;31/3/2023
2023;3;LOS RIOS;QUINSALOMA;5;31/3/2023
2023;3;LOS RIOS;VENTANAS;4;31/3/2023
2023;3;LOS RIOS;VINCES;4;31/3/2023
2023;3;MANABI;BOLIVAR;1;31/3/2023
2023;3;MANABI;CHONE;7;31/3/2023
2023;3;MANABI;EL CARMEN;1;31/3/2023
2023;3;MANABI;JARAMIJO;1;31/3/2023
2023;3;MANABI;JIPIJAPA;7;31/3/2023
2023;3;MANABI;JUNIN;2;31/3/2023
2023;3;MANABI;MANTA;45;31/3/2023
2023;3;MANABI;MONTECRISTI;3;31/3/2023
2023;3;MANABI;PEDERNALES;6;31/3/2023
2023;3;MANABI;PORTOVIEJO;31;31/3/2023
2023;3;MANABI;ROCAFUERTE;4;31/3/2023
2023;3;MANABI;SUCRE;5;31/3/2023
2023;3;MORONA SANTIAGO;GUALAQUIZA;43;31/3/2023
2023;3;MORONA SANTIAGO;HUAMBOYA;1;31/3/2023
2023;3;MORONA SANTIAGO;LIMON INDANZA;6;31/3/2023
2023;3;MORONA SANTIAGO;LOGRO¥O;8;31/3/2023
2023;3;MORONA SANTIAGO;MACAS;186;31/3/2023
2023;3;MORONA SANTIAGO;MORONA;8;31/3/2023
2023;3;MORONA SANTIAGO;PABLO SEXTO;13;31/3/2023
2023;3;MORONA SANTIAGO;PALORA;18;31/3/2023
2023;3;MORONA SANTIAGO;SAN JUAN BOSCO;4;31/3/2023
2023;3;MORONA SANTIAGO;SANTIAGO;24;31/3/2023
2023;3;MORONA SANTIAGO;SUCUA;66;31/3/2023
2023;3;MORONA SANTIAGO;TAISHA;11;31/3/2023
2023;3;MORONA SANTIAGO;TIWINTZA;6;31/3/2023
2023;3;NAPO;ARCHIDONA;18;31/3/2023
2023;3;NAPO;CARLOS JULIO AROSEMENA TOLA;8;31/3/2023
2023;3;NAPO;EL CHACO;19;31/3/2023
2023;3;NAPO;QUIJOS;19;31/3/2023
2023;3;NAPO;TENA;183;31/3/2023
2023;3;ORELLANA;AGUARICO;63;31/3/2023
2023;3;ORELLANA;LA JOYA DE LOS SACHAS;101;31/3/2023
2023;3;ORELLANA;LORETO;21;31/3/2023
2023;3;ORELLANA;PUERTO FRANCISCO DE ORELLANA;595;31/3/2023
2023;3;PASTAZA;ARAJUNO;32;31/3/2023
2023;3;PASTAZA;MERA;36;31/3/2023
2023;3;PASTAZA;PASTAZA;199;31/3/2023
2023;3;PASTAZA;SANTA CLARA;7;31/3/2023
2023;3;PICHINCHA;CAYAMBE;23;31/3/2023
2023;3;PICHINCHA;MEJIA;7;31/3/2023
2023;3;PICHINCHA;PEDRO MONCAYO;4;31/3/2023
2023;3;PICHINCHA;PEDRO VICENTE MALDONADO;4;31/3/2023
2023;3;PICHINCHA;PUERTO QUITO;1;31/3/2023
2023;3;PICHINCHA;QUITO;1115;31/3/2023
2023;3;PICHINCHA;RUMI¥AHUI;19;31/3/2023
2023;3;SANTA ELENA;LA LIBERTAD;8;31/3/2023
2023;3;SANTA ELENA;SALINAS;20;31/3/2023
2023;3;SANTA ELENA;SANTA ELENA;18;31/3/2023
2023;3;SANTO DOMINGO DE LOS TSACHILAS;LA CONCORDIA;7;31/3/2023
2023;3;SANTO DOMINGO DE LOS TSACHILAS;SANTO DOMINGO DE LOS TSACHILAS;108;31/3/2023
2023;3;SUCUMBIOS;CASCALES;10;31/3/2023
2023;3;SUCUMBIOS;CUYABENO;24;31/3/2023
2023;3;SUCUMBIOS;GONZALO PIZARRO;7;31/3/2023
2023;3;SUCUMBIOS;LAGO AGRIO;289;31/3/2023
2023;3;SUCUMBIOS;NUEVA LOJA;41;31/3/2023
2023;3;SUCUMBIOS;PUTUMAYO;14;31/3/2023
2023;3;SUCUMBIOS;SHUSHUFINDI;135;31/3/2023
2023;3;SUCUMBIOS;SUCUMBIOS;7;31/3/2023
2023;3;TUNGURAHUA;AMBATO;153;31/3/2023
2023;3;TUNGURAHUA;BA¥OS DE AGUA SANTA;9;31/3/2023
2023;3;TUNGURAHUA;QUERO;2;31/3/2023
2023;3;TUNGURAHUA;SAN PEDRO DE PELILEO;1;31/3/2023
2023;3;TUNGURAHUA;SANTIAGO DE PILLARO;1;31/3/2023
2023;3;ZAMORA CHINCHIPE;CENTINELA DEL CONDOR;30;31/3/2023
2023;3;ZAMORA CHINCHIPE;CHINCHIPE;11;31/3/2023
2023;3;ZAMORA CHINCHIPE;EL PANGUI;189;31/3/2023
2023;3;ZAMORA CHINCHIPE;NANGARITZA;5;31/3/2023
2023;3;ZAMORA CHINCHIPE;PALANDA;13;31/3/2023
2023;3;ZAMORA CHINCHIPE;PAQUISHA;42;31/3/2023
2023;3;ZAMORA CHINCHIPE;YACUAMBI;4;31/3/2023
2023;3;ZAMORA CHINCHIPE;YANTZAZA;173;31/3/2023
2023;3;ZAMORA CHINCHIPE;ZAMORA;93;31/3/2023
2023;4;AZUAY;CAMILO PONCE ENRIQUEZ;6;30/4/2023
2023;4;AZUAY;CUENCA;504;30/4/2023
2023;4;AZUAY;GIRON;1;30/4/2023
2023;4;AZUAY;GUALACEO;3;30/4/2023
2023;4;AZUAY;NABON;2;30/4/2023
2023;4;AZUAY;PAUTE;4;30/4/2023
2023;4;AZUAY;PUCARA;2;30/4/2023
2023;4;AZUAY;SANTA ISABEL;3;30/4/2023
2023;4;AZUAY;SIGSIG;2;30/4/2023
2023;4;BOLIVAR;CALUMA;2;30/4/2023
2023;4;BOLIVAR;CHILLANES;2;30/4/2023
2023;4;BOLIVAR;GUARANDA;24;30/4/2023
2023;4;CA¥AR;AZOGUES;23;30/4/2023
2023;4;CA¥AR;CA¥AR;4;30/4/2023
2023;4;CA¥AR;DELEG;1;30/4/2023
2023;4;CA¥AR;LA TRONCAL;2;30/4/2023
2023;4;CARCHI;BOLIVAR;3;30/4/2023
2023;4;CARCHI;ESPEJO;4;30/4/2023
2023;4;CARCHI;MIRA;1;30/4/2023
2023;4;CARCHI;MONTUFAR;10;30/4/2023
2023;4;CARCHI;TULCAN;31;30/4/2023
2023;4;CHIMBORAZO;ALAUSI;2;30/4/2023
2023;4;CHIMBORAZO;CHAMBO;1;30/4/2023
2023;4;CHIMBORAZO;COLTA;1;30/4/2023
2023;4;CHIMBORAZO;GUAMOTE;5;30/4/2023
2023;4;CHIMBORAZO;GUANO;1;30/4/2023
2023;4;CHIMBORAZO;PALLATANGA;1;30/4/2023
2023;4;CHIMBORAZO;RIOBAMBA;47;30/4/2023
2023;4;COTOPAXI;LA MANA;2;30/4/2023
2023;4;COTOPAXI;LATACUNGA;36;30/4/2023
2023;4;COTOPAXI;PANGUA;1;30/4/2023
2023;4;COTOPAXI;PUJILI;5;30/4/2023
2023;4;COTOPAXI;SALCEDO;1;30/4/2023
2023;4;COTOPAXI;SAQUISILI;1;30/4/2023
2023;4;COTOPAXI;SIGCHOS;1;30/4/2023
2023;4;EL ORO;EL GUABO;12;30/4/2023
2023;4;EL ORO;HUAQUILLAS;4;30/4/2023
2023;4;EL ORO;MACHALA;143;30/4/2023
2023;4;EL ORO;MARCABELI;1;30/4/2023
2023;4;EL ORO;PASAJE;8;30/4/2023
2023;4;EL ORO;PI¥AS;3;30/4/2023
2023;4;EL ORO;PORTOVELO;8;30/4/2023
2023;4;EL ORO;SANTA ROSA;23;30/4/2023
2023;4;EL ORO;ZARUMA;6;30/4/2023
2023;4;ESMERALDAS;ATACAMES;15;30/4/2023
2023;4;ESMERALDAS;ELOY ALFARO;5;30/4/2023
2023;4;ESMERALDAS;ESMERALDAS;59;30/4/2023
2023;4;ESMERALDAS;MUISNE;4;30/4/2023
2023;4;ESMERALDAS;QUININDE;4;30/4/2023
2023;4;ESMERALDAS;SAN LORENZO;8;30/4/2023
2023;4;GALAPAGOS;SAN CRISTOBAL;2;30/4/2023
2023;4;GALAPAGOS;SANTA CRUZ;5;30/4/2023
2023;4;GUAYAS;ALFREDO BAQUERIZO MORENO (JUJAN);1;30/4/2023
2023;4;GUAYAS;BALAO;1;30/4/2023
2023;4;GUAYAS;BALZAR;1;30/4/2023
2023;4;GUAYAS;DAULE;5;30/4/2023
2023;4;GUAYAS;DURAN;45;30/4/2023
2023;4;GUAYAS;EL EMPALME;3;30/4/2023
2023;4;GUAYAS;EL TRIUNFO;2;30/4/2023
2023;4;GUAYAS;GUAYAQUIL;328;30/4/2023
2023;4;GUAYAS;MILAGRO;54;30/4/2023
2023;4;GUAYAS;NARANJAL;2;30/4/2023
2023;4;GUAYAS;NARANJITO;1;30/4/2023
2023;4;GUAYAS;PEDRO CARBO;1;30/4/2023
2023;4;GUAYAS;PLAYAS;5;30/4/2023
2023;4;GUAYAS;SALITRE;2;30/4/2023
2023;4;GUAYAS;SAMBORONDON;2;30/4/2023
2023;4;GUAYAS;SAN JACINTO DE YAGUACHI;6;30/4/2023
2023;4;GUAYAS;SIMON BOLIVAR;2;30/4/2023
2023;4;IMBABURA;ANTONIO ANTE;1;30/4/2023
2023;4;IMBABURA;COTACACHI;9;30/4/2023
2023;4;IMBABURA;IBARRA;65;30/4/2023
2023;4;IMBABURA;OTAVALO;18;30/4/2023
2023;4;IMBABURA;PIMAMPIRO;1;30/4/2023
2023;4;IMBABURA;SAN MIGUEL DE URCUQUI;3;30/4/2023
2023;4;LOJA;CALVAS;1;30/4/2023
2023;4;LOJA;CATAMAYO;2;30/4/2023
2023;4;LOJA;CELICA;1;30/4/2023
2023;4;LOJA;ESPINDOLA;1;30/4/2023
2023;4;LOJA;GONZANAMA;3;30/4/2023
2023;4;LOJA;LOJA;62;30/4/2023
2023;4;LOJA;MACARA;4;30/4/2023
2023;4;LOJA;PALTAS;2;30/4/2023
2023;4;LOJA;PUYANGO;1;30/4/2023
2023;4;LOJA;SARAGURO;4;30/4/2023
2023;4;LOS RIOS;BABAHOYO;18;30/4/2023
2023;4;LOS RIOS;BUENA FE;4;30/4/2023
2023;4;LOS RIOS;MOCACHE;1;30/4/2023
2023;4;LOS RIOS;PALENQUE;1;30/4/2023
2023;4;LOS RIOS;QUEVEDO;16;30/4/2023
2023;4;LOS RIOS;URDANETA;1;30/4/2023
2023;4;LOS RIOS;VENTANAS;3;30/4/2023
2023;4;LOS RIOS;VINCES;2;30/4/2023
2023;4;MANABI;24 DE MAYO;1;30/4/2023
2023;4;MANABI;BOLIVAR;2;30/4/2023
2023;4;MANABI;CHONE;6;30/4/2023
2023;4;MANABI;EL CARMEN;2;30/4/2023
2023;4;MANABI;JARAMIJO;2;30/4/2023
2023;4;MANABI;JIPIJAPA;2;30/4/2023
